,265,297,GRUPO DEL VALLE S.A.,36.582,32%,6.125,1.209,19.848,12.919,6.929,
,266,242,IMPORINOX S.A.,36.486,0%,1.107,464,25.816,18.261,7.555,
,267,246,EKA CORPORACION S.A.,36.230,1%,3.025,1.086,31.334,19.357,11.978,
,268,257,ALADDIN HOTEL Y CASINO S.A.S.,36.118,9%,1.674,695,22.681,9.201,13.480,
,269,244,COLOMBIANA DE TENIS S.A.,35.730,-2%,4.015,1.413,20.646,13.703,6.943,
,270,284,FABRIFOLDER S.A.S.,35.689,20%,2.631,1.228,28.975,19.681,9.294,
,271,251,AMEZQUITA NARANJO INGENIERIA & CIA SCA,35.530,4%,2.567,674,27.097,15.831,11.267,
,272,243,DISTRIBUIDORA CALIPLASTICOS LTDA,35.089,-4%,438,587,18.320,12.554,5.766,
,273,191,INVERSIONES ECHEVERRY BARSA Y COMPAÑIA S EN C S,34.826,-27%,52,80,8.090,6.762,1.328,
,274,222,RIOPAILA AGRICOLA S.A.,34.403,-15%,9.050,7.563,417.523,38.226,379.297,
,275,253,CI DISEÑO Y MODA INTERNACIONAL S AS,34.139,2%,4.452,566,33.899,22.089,11.810,
,276,247,NUFARM COLOMBIA S.A.,33.901,-4%,-1.288,-4.074,38.743,24.390,14.353,
,277,256,ALIMENTOS LA CALI S.A.,33.881,2%,1.968,115,24.094,17.551,6.543,
,278,0,OPEN SYSTEMS COLOMBIA S.A.S.,33.712,ND,6.409,4.621,29.573,4.500,25.074,
,279,361,CONSTRUCTORA ALPES S.A.,33.687,56%,4.289,4.239,62.295,37.698,24.597,
,280,310,AGROPECUARIA CRIADERO VILLA MARIA S.A.S.,33.463,29%,1.537,328,8.324,7.502,822,
,281,271,TECNOPLAST S.A.S.,33.223,5%,2.483,483,36.233,27.717,8.516,
,282,265,INDUSTRIA DE MUEBLES DEL VALLE S.A.,33.200,1%,1.663,347,23.683,16.070,7.613,
,283,300,SPATARO NAPOLI,33.158,20%,2.264,1.051,30.208,21.804,8.404,
,284,249,AGRICOLA COLOMBIANA S.A.,32.749,-6%,-222,209,39.428,15.707,23.721,
,285,278,DISTRIBUIDORA LIMPIAMAS DISTRIMAS S.A.,32.509,6%,1.071,65,20.622,16.817,3.805,
,286,360,AUTOMOTORES FARALLONES S.A.S.,32.402,50%,776,302,11.779,9.356,2.423,
,287,299,COLOMBIANA DE MOLDEADOS S.A.S.,32.076,16%,4.452,2.692,51.546,20.432,31.114,
,288,315,SEMILLAS VALLE S.A.,32.037,24%,2.806,1.714,53.217,31.969,21.248,
,289,254,DISTRIBUIDORA TROPICALI S.A.S.,31.853,-5%,-176,192,13.481,7.221,6.259,
,290,304,FOGEL ANDINA S.A.S.,31.724,17%,133,-1.205,33.414,22.851,10.562,
,291,260,TESA TAPE COLOMBIA LIMITADA,31.593,-4%,6.805,2.829,21.106,9.289,11.817,
,292,268,FERROGRUAS S.A.S.,31.399,-2%,-255.537,-256.334,27.021,20.935,6.086,
,293,263,TALENTO EFECTIVO S.A.,31.386,-4%,592,75,9.550,8.798,752,
,294,149,CALIMA MOTOR S.A.,31.285,-50%,133,78,18.402,10.403,7.999,
,295,293,RED DE SALUD DE LADERA,31.111,10%,598,6.523,26.358,6.467,19.892,
,296,272,AGROPECUARIA LA SEVILLANA S.A.S.,30.913,-2%,799,59,11.664,8.637,3.027,
,297,248,COLPOZOS S.A.S.,30.564,-13%,2.529,1.348,36.488,20.536,15.951,
,298,0,RED DE SALUD CENTRO ESE,30.365,37%,4.663,3.720,26.533,7.057,19.476,
,299,267,SUPERCALI S.A.S.,30.330,-6%,-808,407,9.175,2.374,6.800,
,300,333,SERVICIO INTEGRAL DE MANTENIMIENTO OUTSOURCING S.A.,30.309,28%,808,206,9.099,7.247,1.852,
,301,336,BELLATELA S.A.,30.255,28%,2.644,1.601,28.041,15.073,12.968,
,302,289,OBYCO S.A.,30.177,5%,1.731,1.197,18.822,7.897,10.925,
,303,317,CARNES FRIAS ENRIKO LTDA,30.044,17%,3.500,2.034,16.747,7.666,9.081,
,304,345,UNION METROPOLITANA DE TRANSPORTADORES,29.727,31%,-10.887,-19.753,124.817,110.388,14.430,
,305,259,GILMEDICA S.A.,29.414,-11%,1.728,38,32.929,19.642,13.287,
,306,255,ACCION DEL CAUCA S.A.,29.160,-12%,733,138,3.743,2.679,1.064,
,307,282,COMERCIALIZADORA MARDEN LTDA,28.976,-4%,641,274,32.069,14.874,17.195,
,308,269,TRIADA EMA SA SUCURSAL COLOMBIA,28.924,-10%,3.011,619,36.603,17.217,19.387,
,309,311,TRS PARTES S.A.,28.909,11%,2.452,1.546,18.622,10.535,8.087,
,310,388,GRUPO EMPRESARIAL GIRALDO'S S.A.S.,28.802,46%,168,192,7.808,5.569,2.239,
,311,286,AKZO NOBEL PULP AND PERFORMANCE CHEMICALS S.A.S.,28.719,-2%,979,1.033,20.014,7.205,12.809,
,312,294,CINTAS ANDINAS DE COLOMBIA,28.642,2%,2.289,772,38.426,21.228,17.198,
,313,307,CI RTA DESIGN S.A.,28.535,8%,1.297,389,16.322,11.353,4.969,
,314,302,ESTACION DE SERVICIO LA REYNA LTDA,28.473,5%,403,148,4.105,2.958,1.148,
,315,285,SERVICENTRO MENGA S.A.,28.295,-4%,-441,170,2.159,959,1.200,
,316,258,ROY ALPHA S.A.,28.205,-15%,623,1.518,23.864,3.731,20.133,
,317,292,EMPRESA DE TRANSPORTE MASIVO ETM S.A.,27.986,-1%,-13.095,-21.138,98.403,107.366,-8.963,
,318,359,CLINICA SANTA SOFIA DEL PACIFICO LTDA,27.965,28%,5.385,5.032,32.491,18.944,13.546,
,319,303,INDUSTRIA COLOMBIANA DE PLASTICOS S.A.,27.900,3%,611,117,23.685,8.614,15.071,
,320,309,INTERGRAFIC DE OCCIDENTE S.A.,27.679,6%,2.558,233,25.038,21.499,3.539,
,321,426,AGRICULTURA Y SERVICIOS S.A.,27.669,58%,1.237,787,12.509,10.946,1.562,
,322,291,DISTRIBUIDORES DE LUBRICANTES Y COMBUSTIBLES DISTRICOL LTDA,27.526,-4%,2.494,586,13.457,9.019,4.437,
,323,326,EL COMERCIO ELECTRICO S.A.S.,27.368,13%,1.793,898,23.275,14.263,9.012,
,324,312,PROMOAMBIENTAL CALI S.A.,27.312,5%,710,674,12.120,9.382,2.737,
,325,316,MADERKIT S.A.,27.264,6%,1.678,1.066,19.242,8.627,10.615,
,326,322,REPRESENTACIONES LASTRA LTDA,27.244,10%,-240,255,10.597,7.062,3.535,
,327,0,LE & VE ALIMENTOS MACSOL S A S,27.227,ND,2.564,1.863,13.655,5.373,8.282,
,328,334,DISTRIBUCIONES PVC Y CIA LTDA,27.172,15%,907,501,13.911,6.926,6.985,
,329,314,INDUSTRIAS ALIMENTICIAS EL TREBOL S.A.,27.150,5%,3.061,794,22.140,13.419,8.722,
,330,308,MONTAJES DE INGENIERIA DE COLOMBIA MICOL LTDA,26.550,1%,1.300,614,17.489,9.369,8.120,
,331,403,NC CONSTRUCCIONES & CIA LTDA,26.219,41%,702,811,11.371,8.518,2.853,
,332,381,DISTRIBUCIONES HOYOSTOOLS S.A.,25.910,28%,1.531,1.222,12.374,9.054,3.320,
,333,437,SU VIDA S.A.S.,25.822,54%,4.501,3.305,18.207,14.385,3.821,
,334,337,R T S COLOMBIA LTDA,25.421,9%,14.700,7.036,48.246,17.719,30.527,
,335,296,SOCIEDAD AGROPECUARIA MAQUINARIA Y EQUIPO DE COLOMBIA LTDA,25.282,-9%,1.316,226,18.220,14.149,4.071,
,336,319,BEISBOL DE COLOMBIA S.A.S.,25.264,0%,2.282,840,31.818,5.607,26.212,
,337,349,AGRICOLA HIMALAYA S.A.,25.242,13%,2.075,1.229,20.163,4.408,15.755,
,338,356,PROACEROS DE OCCIDENTE S.A.,25.083,15%,1.548,733,9.840,5.383,4.457,
,339,408,DITE S.A.,25.059,36%,4.818,3.216,17.188,4.218,12.970,
,340,290,JOTA BE S.A.,25.049,-13%,261,610,7.356,4.375,2.981,
,341,0,BRISAS PLAZA SHOPPING S.A.,25.041,53179%,58,-1.236,1.472,1.301,171,
,342,486,DIAZ Y RESTREPO S.A.S.,24.981,68%,893,396,7.569,5.993,1.576,
,343,456,COTEL S.A.,24.951,56%,1.649,459,10.822,6.862,3.959,
,344,281,PROSERVIS EMPRESA DE SERVICIOS GENERALES S.A.,24.856,-17%,604,203,4.496,3.366,1.130,
,345,252,MAZ AUTOS LTDA,24.856,-27%,1.134,47,42.911,21.314,21.597,
,346,313,COMPAÑIA DISTRIBUIDORA INTERNACIONAL LTDA,24.613,-5%,392,-163,15.818,7.763,8.055,
,347,350,CARNES Y DERIVADOS DE OCCIDENTE S.A.,24.610,11%,4.357,2.908,25.712,13.601,12.111,
,348,362,MANITOBA LTDA,24.557,14%,3.024,1.077,9.592,6.264,3.328,
,349,295,AGROINDUSTRIALES CAÑAVERALEJO S.A.S.,24.540,-12%,1.254,740,15.801,7.564,8.237,
,350,364,RAMIREZ DAZA Y CIA LTDA FERRETERIA PROGRESEMOS,24.468,14%,1.676,209,12.646,9.308,3.337,
,351,355,EMPRESA DE RECURSOS TECNOLOGICOS SA ESP,24.446,11%,1.011,1.011,36.475,25.518,10.957,
,352,227,CENTRO DE MEDICINA FISICA Y REHABILITACION RECUPERAR SA IPS,24.444,-38%,1.453,1.093,25.405,18.418,6.987,
,353,374,SEGURIDAD OMEGA LIMITADA,24.243,18%,2.116,2.097,6.167,3.716,2.450,
,354,366,PRODUCTOS VARIOS S.A.,24.207,15%,1.849,101,22.923,13.010,9.913,
,355,455,CONSTRUCTORA EL CASTILLO S.A.,24.137,51%,464,167,23.826,22.808,1.018,
,356,396,JE CASAS & ASOCIADOS S.A.S.,24.078,25%,2.581,1.335,16.814,13.112,3.702,
,357,275,INGENIO MARIA LUISA S.A.,24.068,-22%,-3.212,-1.930,84.366,25.185,59.181,
,358,401,PRODUCTORA DE JUGOS S.A.S.,23.936,28%,1.250,889,56.558,2.852,53.706,
,359,463,INELCO S.A.,23.881,54%,2.101,1.411,16.198,9.021,7.177,
,360,383,COLEGAS S.A.S.,23.860,20%,-617,-46,6.492,5.577,914,
,361,167,ROMARCO S.A.,23.806,-58%,9,249,46.441,11.890,34.551,
,362,386,UNISPAN COLOMBIA S.A.,23.794,21%,8.072,4.290,36.421,20.228,16.193,
,363,332,AGRAF INDUSTRIAL S.A.,23.731,0%,1.681,789,15.291,8.378,6.914,
,364,342,TRANSCARGA RG S.A.S.,23.697,3%,2.323,1.507,35.707,14.589,21.118,
,365,338,SU PAPA SUPERMERCADOS S.A.,23.645,2%,25,7,3.921,3.213,709,
,366,339,RAMO DE OCCIDENTE S.A.,23.522,2%,-23,122,20.423,4.152,16.271,
,367,596,URBANIZADORA Y CONSTRUCTORA ANDES S.A.,23.498,105%,47,69,12.428,8.669,3.759,
,368,527,METALICAS E INGENIERIA S.A.,23.473,79%,1.281,591,9.658,8.236,1.422,
,369,363,INDUGRAFICAS SAS,23.345,9%,2.746,1.896,15.947,3.830,12.117,
,370,380,MAQUITE S.A.,23.259,15%,2.139,1.956,21.727,6.897,14.830,
,371,327,TUBOS DE OCCIDENTE S.A.,23.225,-4%,-58,-1.134,71.646,30.868,40.778,
,372,587,FALCA S.A.S.,23.195,100%,1.336,278,30.394,13.732,16.662,
,373,358,ABC INGENIERIA Y REPRESENTACIONES S.A.S.,23.169,6%,2.318,1.362,12.480,6.328,6.152,
,374,0,CHINA AUTOMOTRIZ S.A.,23.152,285%,793,590,13.235,9.030,4.205,
,375,340,CARIBE AUTOMOTRIZ POR ACCIONES SIMPLIFICADA S.A.S.,23.084,0%,333,-389,11.143,10.676,467,
,376,412,INVERSANTAMONICA S.A.,22.961,25%,13.660,10.822,322.245,139.969,182.276,
,377,375,IMPADOC S A,22.880,12%,2.615,1.760,18.113,4.766,13.348,
,378,372,PRODUCTOS ALIMENTICIOS LA LOCURA S.A.,22.751,10%,872,672,8.975,4.740,4.235,
,379,498,AGROINDUSTRIA LA MARGARITA S.A.,22.737,58%,3.464,1.739,18.437,11.098,7.339,
,380,352,ARITEX DE COLOMBIA S.A.,22.644,3%,2.848,1.731,26.900,15.263,11.638,
,381,348,AUTOCENTRO CAPRI S.A.,22.636,2%,309,157,7.656,3.494,4.162,
,382,371,JARDIN PLAZA S.A.,22.626,9%,3.405,1.680,76.823,20.452,56.371,
,383,410,DISTRIBUIDORA CRISTALERIA LA MEJOR LTDA,22.472,22%,1.063,287,10.684,8.929,1.755,
,384,623,VEHIVALLE S.A.,22.424,108%,-1.384,-2.257,10.325,11.071,-745,
,385,347,CI SOUTH COMMERCE GROUP SAS SCG,22.402,0%,909,477,14.839,9.346,5.493,
,386,0,PROVIDENCIA COSECHA Y SERVICIOS AGRICOLAS S.A.,22.393,ND,971,486,3.634,2.034,1.600,
,387,365,T VAPAN 500 S.A.,22.278,6%,5.600,3.724,13.040,3.236,9.804,
,388,398,JEICY FRUIT S.A.,22.005,15%,1.333,588,8.936,5.746,3.190,
,389,344,METALICAS JEP S.A.,21.941,-4%,2.321,1.275,15.870,6.547,9.323,
,390,346,DISTRIMARCAS S.A.S.,21.877,-3%,-811,275,8.169,6.413,1.757,
,391,357,TITAN INTERCONTINENTAL S.A.,21.824,0%,-128,145,19.037,5.609,13.428,
,392,409,DARSALUD Y BIENESTAR LTDA,21.698,18%,-2.237,318,9.570,6.745,2.825,
,393,419,FABRICA DE CALZADO ROMULO LIMITADA,21.668,20%,650,569,10.407,9.088,1.319,
,394,556,SOCIEDAD TELEVISION DEL PACIFICO LIMITADA,21.630,75%,5.180,5.182,30.761,5.127,25.634,
,395,435,SOCIEDAD MINERA DEL SUR S.A.S.,21.600,27%,2.692,2.632,16.391,10.660,5.731,
,396,395,TELARES MEDELLIN HOGAR S.A.,21.595,12%,362,395,11.533,7.447,4.087,
,397,439,INDUSTRIAS REFRIDCOL S.A.,21.584,29%,2.327,2.430,11.357,4.816,6.542,
,398,399,EMPRESA METROPOLITANA DE ASEO DE CALI S A,21.531,13%,7.408,3.130,10.169,3.926,6.243,
,399,321,MULTIPARTES DE COLOMBIA S.A.S.,21.437,ND,2.663,1.385,6.647,4.857,1.790,
,400,446,COMPAÑIA DE INGENIERIA SANITARIA CODINSA LTDA,21.316,29%,1.523,554,8.386,4.731,3.655,
,401,430,ENDOSALUD DE OCCIDENTE S.A.,21.288,23%,1.653,883,5.767,3.346,2.421,
,402,354,FINESA S.A.,21.190,-4%,9.383,3.995,128.676,71.806,56.869,
,403,384,DISTRIYA LTDA,21.159,7%,-126,46,6.981,5.417,1.564,
,404,414,COMPAÑIAS DELIMA S.A.,21.025,15%,20.791,20.183,64.768,788,63.980,
,405,287,SERVISURCO S.A.,21.007,-28%,41,-224,7.077,5.291,1.787,
,406,373,CARNICOS LIMITADA,21.006,2%,-74,-127,3.814,2.235,1.580,
,407,465,HEALTHY AMERICA COLOMBIA S.A.S.,20.915,35%,2.180,1.502,7.665,4.960,2.704,
,408,447,SERVIESPECIALES S.A.,20.730,26%,1.352,658,6.332,2.507,3.825,
,409,516,GARCIA GOMEZ AGROINVERSIONES S.A.,20.676,52%,3.844,734,33.301,21.326,11.975,
,410,495,ORGANIZACION DELIMA S.A.,20.617,43%,18.117,19.921,179.045,20.653,158.393,
,411,392,ALIMENTOS TONING S.A.,20.514,6%,1.706,285,9.124,7.019,2.105,
,412,391,ONCÓLOGOS ASOCIADOS DE IMBANACO S.A.,20.484,6%,701,693,12.968,9.070,3.898,
,413,0,GVS COLOMBIA S.A.S.,20.422,104%,2.364,1.121,14.519,10.444,4.075,
,414,390,SKEMA PROMOTORA S.A.,20.308,5%,-1.202,144,44.257,43.500,757,
,415,335,UNITEL SA EMPRESA DE SERVICIOS PUBLICOS UNITEL SA ESP,20.139,-15%,-13.126,-56.759,397.074,358.572,38.502,
,416,385,TRAPICHE LUCERNA S.A.,19.662,0%,-1.601,-23,7.834,5.412,2.423,
,417,503,DISTRIBUIDORA SERVIVALLE LIMITADA,19.628,38%,-887,-280,7.086,5.760,1.325,
,418,382,ILUMINACIONES TECNICAS S.A.,19.600,-1%,284,272,17.828,8.973,8.855,
,419,680,RUIZ AREVALO CONSTRUCTORA S.A.,19.459,99%,779,515,18.833,16.080,2.752,
,420,470,POTENCIA Y TECNOLOGIAS INCORPORADAS LIMITADA,19.412,27%,3.065,1.394,13.252,9.071,4.181,
,421,513,RAMIREZ JIMENEZ Y CIA S.A.,19.362,41%,1.043,30,23.301,11.623,11.679,
,422,420,ESTACION BUGA NORTE SCA,19.268,7%,31,67,4.173,979,3.194,
,423,400,DISTRIBUIDORA LA COSTA S.A.,19.259,3%,-66,87,3.808,2.452,1.356,
,424,402,INDUSTRIAS LEMBER S.A.,19.063,2%,474,93,17.162,8.828,8.334,
,425,467,METRO CALI S.A.,19.057,23%,-1.726,-3.858,59.708,31.506,28.203,
,426,569,CONSTRUCTORA CRP S.A.S.,19.026,59%,1.601,539,30.960,14.634,16.326,
,427,572,CONFECCIONES SALOME LTDA,19.025,60%,1.647,1.405,10.661,7.310,3.351,
,428,630,INTERCOL S.A.,19.000,79%,1.081,691,19.338,16.593,2.746,
,429,421,SUPERMERCADO AGROPECUARIO LMITADA,18.999,6%,1.086,683,4.758,1.239,3.519,
,430,331,PLANTIFORMAS S.A.,18.889,-21%,2.290,1.047,8.926,2.140,6.786,
,431,330,EUROCAR SAS,18.581,-23%,-503,-373,14.991,5.958,9.033,
,432,489,C I OIL CHEMICAL S.A.,18.458,24%,1.169,32,6.130,3.792,2.338,
,433,305,FORMIPLASS S.A.,18.407,-31%,651,306,9.073,3.115,5.958,
,434,432,TRANSPORTES CENTRO VALLE S.A.,18.403,7%,1.023,492,20.824,7.695,13.129,
,435,431,AUTAMA S.A.,18.387,6%,-235,16,10.381,6.355,4.027,
,436,468,BRILLASEO S.A.,18.357,19%,970,469,4.987,2.465,2.522,
,437,565,ESPACIO VITAL CONSTRUCTORES S.A.,18.334,52%,436,266,9.693,7.634,2.059,
,438,341,KEMIRA CHEMICALS BRASIL LTDA,18.293,-21%,-2.561,-3.904,13.598,8.960,4.638,
,439,423,DISTRIBUIDORA DE TIENDAS LTDA,18.280,3%,229,212,1.627,325,1.303,
,440,496,CAA ZONA FRANCA S.A.S.,18.247,ND,6.407,5.436,10.711,2.132,8.579,
,441,442,PROMOAMBIENTAL VALLE SA ESP,18.039,8%,469,549,7.262,4.517,2.745,
,442,415,AGROPRODUCTIVA S.A.,17.893,-2%,115,-183,12.137,11.723,414,
,443,512,BIOSRT S.A.,17.731,29%,3.066,1.390,17.791,12.384,5.408,
,444,367,SAGER S.A.,17.667,-15%,1.247,1.096,35.418,15.171,20.247,
,445,436,IMAGENES GRAFICAS S.A.,17.666,5%,1.633,274,15.367,9.011,6.356,
,446,0,COMPAÑIA AUTOMOTRIZ DE OCCIDENTE S.A.S.,17.641,ND,-410,-584,11.056,9.763,1.293,
,447,323,ALIANZA COMERCIAL GANADERA AGOGAN S.A.,17.552,-29%,174,167,7.334,2.792,4.542,
,448,493,SYPELC SAS,17.426,20%,2.234,1.252,7.799,2.765,5.034,
,449,376,CONINGENIERIA S.A.S.,17.210,-16%,1.778,785,16.867,11.401,5.466,
,450,0,BARILOCHE S.A.,17.145,155%,732,318,13.038,9.921,3.117,
,451,429,EVACOL LTDA,17.087,-2%,2.063,1.759,15.029,9.658,5.371,
,452,525,COMERCIALIZADORA IMPERIAL E A T,17.031,29%,1.346,1.124,7.530,5.264,2.267,
,453,444,PROACTIVA DE SERVICIOS S A E S P,16.997,2%,768,716,13.906,9.574,4.333,
,454,458,REBUJIA S.A.,16.870,6%,1.291,307,10.889,8.192,2.697,
,455,528,PROIMPO S.A.S.,16.856,29%,386,449,8.018,5.124,2.894,
,456,574,TRANSPORTE AEREO DE COLOMBIA S.A.,16.849,42%,1.882,598,26.161,19.841,6.320,
,457,496,ZONA FRANCA PALMASECA S.A.,16.830,16%,6.633,5.155,14.655,2.109,12.546,
,458,481,INVERHAZZI SOCIEDAD ANONIMA,16.802,12%,9.950,8.942,221.921,97.784,124.136,
,459,434,TERCERIZAR S.A.,16.725,-2%,825,433,8.295,4.460,3.835,
,460,536,VITELSA DEL PACIFICO S.A.,16.716,29%,2.034,1.427,5.569,1.716,3.853,
,461,505,VASPORT S.A.,16.615,18%,719,395,7.108,5.683,1.425,
,462,507,REPRESENTACIONES INDUSTRIALES DE COLOMBIA RICOL LTDA,16.483,18%,613,238,10.441,7.917,2.523,
,463,497,DIEGO LOPEZ S.A.S.,16.454,14%,1.005,240,9.657,4.855,4.803,
,464,460,REGENCY SERVICES DE COLOMBIA RSC S.A.,16.444,5%,1.979,1.087,9.203,4.574,4.629,
,465,449,INDUSTRIAS ALFA Y OMEGA S.A.,16.423,1%,561,186,13.962,10.168,3.793,
,466,504,MANUFACTURAS AF LTDA,16.417,16%,838,437,10.096,6.805,3.290,
,467,551,GRAJALES S.A.,16.379,31%,-2.074,735,84.819,24.689,60.130,
,468,650,MEGATEX S.A.,16.251,59%,2.564,1.023,11.627,7.111,4.515,
,469,478,AGROPECUARIA DE OCCIDENTE S.A.,16.223,7%,2.712,794,21.924,8.493,13.431,
,470,466,LA GLORIETA LTDA,16.089,4%,198,106,2.410,1.623,787,
,471,555,KRISTAL COMPUTADORES S.A.,16.070,29%,1.283,925,6.275,5.156,1.120,
,472,448,DISTRECE S.A.,15.997,-2%,-384,247,6.655,2.099,4.557,
,473,518,CENTRO DE DIAGNOSTICO AUTOMOTOR DEL VALLE LIMITADA,15.997,19%,3.881,4.225,15.763,5.240,10.524,
,474,491,LINCE COMERCIAL S.A.,15.969,9%,988,278,8.618,6.774,1.844,
,475,464,CUTIS S.A.,15.958,3%,2.176,1.892,7.126,1.804,5.322,
,476,488,MOVITRANS S.A.S.,15.919,7%,1.474,265,7.532,6.117,1.414,
,477,509,GRUPO BAO S.A.,15.904,15%,2.809,573,15.189,10.862,4.327,
,478,0,CARLOS A CASTANEDA Y CIA S EN C,15.842,-17%,-1.076,-2.959,12.047,11.092,955,
,479,454,TRANSPORTES ESPECIALES BRASILIA S.A.,15.825,-1%,1.424,1.049,12.343,3.956,8.387,
,480,588,AMANECER MEDICO LTDA,15.821,36%,2.112,1.235,7.590,4.517,3.073,
,481,530,DROGUERIA SAN JORGE LTDA,15.783,21%,706,890,6.129,1.603,4.526,
,482,0,TITAN TIRE CORPORATION DE COLOMBIA S.A.S.,15.720,ND,1.883,1.366,7.052,3.274,3.778,
,483,274,CENTRO MOTORS S.A.,15.588,-50%,-1.365,79,11.130,5.545,5.585,
,484,474,FERRETERIA BARBOSA Y CIA S ENCS,15.413,1%,613,467,14.058,4.110,9.948,
,485,557,CLINICA DE OFTALMOLOGIA DE CALI S.A.,15.372,24%,1.683,2.133,31.189,6.570,24.619,
,486,553,VIGOMEZ S.A.,15.347,23%,-588,-672,5.826,3.432,2.395,
,487,520,IMPORTACION TECNICA ESTUDIOS Y COMERCIALIZACION S.A.,15.222,13%,613,349,10.639,4.463,6.176,
,488,394,DENIM FACTORY S.A.,15.191,-21%,-815,-1.003,18.757,11.660,7.097,
,489,406,CORPOMEDICA S.A.,15.104,-18%,2.341,1.311,10.309,4.371,5.937,
,490,499,COMERCIALIZADORA EL FORRAJE S.A.,15.093,6%,1.127,443,8.736,6.002,2.734,
,491,506,MC MENSAJERIA CONFIDENCIAL S.A.,14.977,7%,1.005,501,4.613,1.914,2.699,
,492,607,SERVICIOS INTEGRALES DE RADIOLOGIA S.A.S.,14.964,34%,1.835,1.510,11.070,7.963,3.107,
,493,592,SUKIMOTO S.A.,14.941,30%,-266,52,2.952,1.425,1.527,
,494,500,OCCIDENTAL DE PLASTICOS LTDA,14.934,5%,1.566,1.068,11.374,5.901,5.473,
,495,487,GARCES EDER S.A.S.,14.894,0%,1.572,7.431,411.955,12.912,399.042,
,496,418,GRUPO PICHUCHO REHOLGUIN SCA,14.864,-18%,2.362,1.492,74.917,6.047,68.870,
,497,609,TEXTILES ACRILAN LTDA,14.835,33%,1.097,726,7.499,5.757,1.742,
,498,0,CASA DEL TURISMO CALI LTDA,14.709,131%,2.891,364,8.984,7.869,1.114,
,499,462,MOTORES JAPONESES S.A.,14.694,-5%,791,418,5.606,3.005,2.601,
,500,490,VISION PLASTICA LTDA,14.664,0%,777,9,7.585,6.539,1.046,
,501,510,SERCOFUN LTDA FUNERALES LOS OLIVOS,14.649,6%,164,306,32.168,3.912,28.256,
,502,508,GLOBOLLANTAS LTDA,14.602,4%,273,61,5.615,2.013,3.601,
,503,523,ADHESIVOS INTERNACIONALES SAS,14.598,10%,1.763,1.129,13.826,6.262,7.564,
,504,451,ORIENTE S.A.,14.571,-9%,1.524,724,59.152,12.282,46.869,
,505,535,FOX TECHNOLOGIES S.A.S.,14.548,13%,971,527,5.666,2.016,3.650,
,506,559,AGROPECUARIA GOLOSO DEL VALLE S.A.,14.544,19%,604,116,11.967,7.566,4.400,
,507,511,CLINICA SAN FERNANDO S.A.,14.458,5%,737,567,16.545,7.138,9.407,
,508,477,PRIMERAUTOS DEL VALLE S.A.,14.458,-5%,962,122,16.033,12.714,3.318,
,509,610,B ALTMAN & COMPAÑIA S.A.S.,14.412,29%,1.600,1.083,7.156,3.958,3.198,
,510,541,IMPORMADERAS LTDA,14.230,11%,234,248,6.229,3.024,3.205,
,511,639,HERMANN CONSTRUCTORES S.A.,14.229,36%,686,212,5.135,3.708,1.426,
,512,132,CONSTRUCTORA LIMONAR S.A.S.,14.196,-79%,3.271,-2.559,19.228,7.407,11.822,
,513,544,AGENCIA DE SERVICIOS LOGISTICOS S.A.,14.160,11%,1.223,920,7.119,4.650,2.469,
,514,417,CREDIGANE ELECTRODOMESTICOS S.A.,14.113,-22%,204,-182,21.144,11.433,9.711,
,515,502,MASTERPLAC S.A.S.,14.011,-1%,826,852,6.011,2.761,3.250,
,516,540,FABRICA DE ALIMENTOS PROCESADOS VENTOLINI S.A.,14.000,12%,415,-139,11.014,7.417,3.597,
,517,552,AGROPECUARIA CIMA S.A.S.,13.935,12%,1.464,1.698,17.156,15.236,1.920,
,518,519,PRODUCTOS DE CAUCHO Y LONA LTDA,13.848,3%,52,841,14.728,5.906,8.822,
,519,514,DISTRIBUIDORA ELECTROJAPONES LTDA,13.768,1%,-456,101,9.703,7.692,2.011,
,520,643,SION GRUPO S.A.S.,13.754,33%,13.734,13.715,65.044,93,64.951,
,521,0,MEGATECNOLOGIA COLOMBIANA S.A.S.,13.715,52%,1.839,1.102,7.090,5.165,1.925,
,522,393,CARPAK INVERSIONES S.A.S.,13.648,-29%,12.657,11.932,449.263,331.209,118.054,
,523,236,INVERSIONES ESCALA DE COLMBIA S.A.S.,13.639,-64%,1.113,606,6.679,4.549,2.131,
,524,543,CAFEPAS LTDA,13.582,7%,589,343,2.564,2.053,511,
,525,457,FRUTALES LAS LAJAS S.A.,13.561,-15%,2.827,996,100.441,48.251,52.190,
,526,580,CENTROS COMERCIALES DE LA COSTA S.A.S.,13.490,15%,5.519,8.792,127.535,39.578,87.957,
,527,480,CAÑAVERALEJO TYRES S.A.S.,13.475,-11%,668,63,16.457,10.198,6.259,
,528,583,EL MOLINO EDUARDO MOLINARI PALACIN Y CIA S EN C,13.397,15%,1.546,1.498,8.910,3.860,5.050,
,529,649,DISTRIBUCIONES CHICOS S.A.,13.350,30%,462,153,7.776,2.037,5.739,
,530,0,CASA DEL AGRICULTOR LTDA,13.342,ND,218,335,6.979,5.194,1.784,
,531,539,ROMULO MONTES S.A.S.,13.289,4%,350,346,9.834,6.389,3.446,
,532,473,MEDIDAS ELECTRICAS INGENIERIA LIMITADA,13.232,-13%,330,310,8.225,4.194,4.031,
